code	name	description	lo_type	parent_lo_code	concept_codes
ULO-CONTAINER-VIRTUALIZATION	Master Container Virtualization and OS Isolation Engines	Người học có khả năng giải thích mô hình ảo hóa container và công nghệ đóng gói.	UNIVERSAL		CONTAINER_VIRTUALIZATION_ENGINES
CIO-CONTAINER-VS-VM-ISOLATION	Compare Container Isolation against Hypervisor Virtual Machines	Người học có khả năng phân tích sự khác biệt giữa Container và Virtual Machines.	CONCEPTUAL_IMPL	ULO-CONTAINER-VIRTUALIZATION	CONTAINER_VIRTUALIZATION_ENGINES
SIO-DOCKER-ENGINE-ARCHITECTURE	Inspect Docker Engine Runtime Architecture	Người học có khả năng giải thích tổng quan Introduction, Installation / Setup và Underlying Technologies của kiến trúc Docker Engine.	SPECIFIC_IMPL	CIO-CONTAINER-VS-VM-ISOLATION	CONTAINER_VIRTUALIZATION_ENGINES
SIO-DOCKER-NAMESPACES-CGROUPS	Isolate Resources with Linux Namespaces and cgroups	Người học có khả năng giải thích cơ chế cách ly tài nguyên qua Linux namespaces và cgroups.	SPECIFIC_IMPL	CIO-CONTAINER-VS-VM-ISOLATION	CONTAINER_VIRTUALIZATION_ENGINES
SIO-DOCKER-CLI-CONTAINER-RUN	Run Containers with docker run CLI Commands	Người học có khả năng khởi chạy container ứng dụng bằng lệnh docker run.	SPECIFIC_IMPL	CIO-CONTAINER-VS-VM-ISOLATION	CONTAINER_VIRTUALIZATION_ENGINES
ULO-IMAGE-SPECIFICATIONS	Master Container Image Layers and Multi-Stage Builders	Người học có khả năng làm chủ quy trình viết Dockerfile và tối ưu hình ảnh container.	UNIVERSAL		IMAGE_BUILDING_LAYER_STACKING
CIO-IMAGE-LAYER-CACHING-OPTIMIZATION	Optimize Image Layers via Cache Reuse and Multi-Stage Builds	Người học có khả năng tối ưu dung lượng hình ảnh qua Multi-Stage build.	CONCEPTUAL_IMPL	ULO-IMAGE-SPECIFICATIONS	IMAGE_BUILDING_LAYER_STACKING
SIO-DOCKER-DOCKERFILE-INSTRUCTIONS	Write Dockerfile Directives with FROM, RUN and COPY	Người học có khả năng viết các chỉ thị đóng gói ứng dụng trong tệp Dockerfile.	SPECIFIC_IMPL	CIO-IMAGE-LAYER-CACHING-OPTIMIZATION	IMAGE_BUILDING_LAYER_STACKING
SIO-DOCKER-ENTRYPOINT-VS-CMD	Differentiate ENTRYPOINT and CMD Execution Rules	Người học có khả năng phân biệt quy tắc thực thi giữa ENTRYPOINT và CMD trong Dockerfile.	SPECIFIC_IMPL	CIO-IMAGE-LAYER-CACHING-OPTIMIZATION	IMAGE_BUILDING_LAYER_STACKING
SIO-DOCKER-MULTI-STAGE-BUILDS	Reduce Image Size with Multi-Stage Build Pipelines	Người học có khả năng giảm dung lượng ảnh sản xuất bằng kỹ thuật Multi-Stage Build.	SPECIFIC_IMPL	CIO-IMAGE-LAYER-CACHING-OPTIMIZATION	IMAGE_BUILDING_LAYER_STACKING
ULO-CONTAINER-NETWORKING	Master Container Network Drivers and Port Forwarding	Người học có khả năng kết nối và cấu hình mạng cho các container.	UNIVERSAL		CONTAINER_NETWORK_DRIVERS
CIO-NETWORK-DRIVER-ISOLATION	Configure Network Drivers and Inter-Container DNS	Người học có khả năng cấu hình driver mạng bridge và phân giải tên miền DNS.	CONCEPTUAL_IMPL	ULO-CONTAINER-NETWORKING	CONTAINER_NETWORK_DRIVERS
SIO-DOCKER-BRIDGE-NETWORK-CREATE	Create Custom Isolated Bridge Networks	Người học có khả năng khởi tạo mạng bridge riêng bằng lệnh docker network create.	SPECIFIC_IMPL	CIO-NETWORK-DRIVER-ISOLATION	CONTAINER_NETWORK_DRIVERS
SIO-DOCKER-PORT-FORWARDING-MAP	Publish Container Ports to Host via -p Flags	Người học có khả năng mở cổng kết nối ra máy chủ host bằng cờ -p host:container.	SPECIFIC_IMPL	CIO-NETWORK-DRIVER-ISOLATION	CONTAINER_NETWORK_DRIVERS
SIO-DOCKER-CONTAINER-DNS-LOOKUP	Resolve Container Hostnames via Internal Docker DNS	Người học có khả năng kết nối các container bằng tên gọi service qua Docker DNS nội bộ.	SPECIFIC_IMPL	CIO-NETWORK-DRIVER-ISOLATION	CONTAINER_NETWORK_DRIVERS
ULO-PERSISTENT-VOLUMES	Master Persistent Data Volumes and Host Mount Drivers	Người học có khả năng quản lý dữ liệu bền vững độc lập với vòng đời container.	UNIVERSAL		PERSISTENT_VOLUME_MOUNTING
CIO-VOLUME-BIND-MOUNT-PATTERNS	Mount Host Directories and Named Volume Drivers	Người học có khả năng gắn ổ đĩa lưu trữ host directory và Named Volumes.	CONCEPTUAL_IMPL	ULO-PERSISTENT-VOLUMES	PERSISTENT_VOLUME_MOUNTING
SIO-DOCKER-VOLUME-CREATE-MOUNT	Manage Persistent Storage with docker volume create	Người học có khả năng khởi tạo và quản lý ổ đĩa lưu trữ bằng docker volume.	SPECIFIC_IMPL	CIO-VOLUME-BIND-MOUNT-PATTERNS	PERSISTENT_VOLUME_MOUNTING
SIO-DOCKER-BIND-MOUNTS-HOST-DIR	Mount Local Development Source Directories via Bind Mounts	Người học có khả năng gắn trực tiếp thư mục code local vào container bằng Bind Mounts.	SPECIFIC_IMPL	CIO-VOLUME-BIND-MOUNT-PATTERNS	PERSISTENT_VOLUME_MOUNTING
SIO-DOCKER-TMPFS-MEMORY-MOUNTS	Store In-Memory Data with tmpfs Mounts	Người học có khả năng lưu dữ liệu tạm thời trên bộ nhớ RAM bằng tmpfs mounts.	SPECIFIC_IMPL	CIO-VOLUME-BIND-MOUNT-PATTERNS	PERSISTENT_VOLUME_MOUNTING
ULO-MULTI-CONTAINER-COMPOSE	Master Multi-Container Composition and Service Declarations	Người học có khả năng điều phối ứng dụng đa dịch vụ bằng Docker Compose.	UNIVERSAL		MULTI_CONTAINER_COMPOSE_ORCHESTRATION
CIO-DECLARATION-SERVICE-GRAPH	Declare Service Dependencies and Environment Variables	Người học có khả năng khai báo mối quan hệ phụ thuộc giữa các services.	CONCEPTUAL_IMPL	ULO-MULTI-CONTAINER-COMPOSE	MULTI_CONTAINER_COMPOSE_ORCHESTRATION
SIO-DOCKER-COMPOSE-YML-SERVICES	Define Multi-Service Applications in docker-compose.yml	Người học có khả năng viết cấu hình ứng dụng đa dịch vụ trong tệp docker-compose.yml.	SPECIFIC_IMPL	CIO-DECLARATION-SERVICE-GRAPH	MULTI_CONTAINER_COMPOSE_ORCHESTRATION
SIO-DOCKER-COMPOSE-DEPENDS-ON	Orchestrate Startup Sequences with depends_on and healthchecks	Người học có khả năng điều khiển thứ tự khởi chạy dịch vụ bằng depends_on và healthcheck.	SPECIFIC_IMPL	CIO-DECLARATION-SERVICE-GRAPH	MULTI_CONTAINER_COMPOSE_ORCHESTRATION
SIO-DOCKER-COMPOSE-UP-DOWN	Manage Lifecycle with docker compose up and down	Người học có khả năng khởi chạy và dừng toàn bộ ứng dụng bằng lệnh docker compose up/down.	SPECIFIC_IMPL	CIO-DECLARATION-SERVICE-GRAPH	MULTI_CONTAINER_COMPOSE_ORCHESTRATION
ULO-IMAGE-REGISTRIES	Master Image Registries and Artifact Distribution Pipelines	Người học có khả năng đóng gói và phát hành container images lên các registries.	UNIVERSAL		CONTAINER_REGISTRY_PIPELINES
CIO-IMAGE-TAGGING-PUSH-PULL	Tag Image Versions and Distribute via Secure Registries	Người học có khả năng gán nhãn phiên bản image và đẩy lên private registries.	CONCEPTUAL_IMPL	ULO-IMAGE-REGISTRIES	CONTAINER_REGISTRY_PIPELINES
SIO-DOCKER-IMAGE-TAGGING-VERSION	Tag Images with Semantic Versions and Git Commits	Người học có khả năng gán nhãn phiên bản cho container image bằng lệnh docker tag.	SPECIFIC_IMPL	CIO-IMAGE-TAGGING-PUSH-PULL	CONTAINER_REGISTRY_PIPELINES
SIO-DOCKER-PUSH-PULL-REGISTRY	Publish and Fetch Images with docker push and pull	Người học có khả năng đẩy và tải hình ảnh container lên Docker Hub bằng docker push/pull.	SPECIFIC_IMPL	CIO-IMAGE-TAGGING-PUSH-PULL	CONTAINER_REGISTRY_PIPELINES
SIO-DOCKER-PRIVATE-REGISTRY-LOGIN	Authenticate to Private Registries via docker login	Người học có khả năng đăng nhập và xác thực kết nối private registry bằng docker login.	SPECIFIC_IMPL	CIO-IMAGE-TAGGING-PUSH-PULL	CONTAINER_REGISTRY_PIPELINES
ULO-CONTAINER-SECURITY	Master Container Hardening and Vulnerability Scanners	Người học có khả năng áp dụng các biện pháp bảo mật nâng cao cho container.	UNIVERSAL		CONTAINER_SECURITY_HARDENING_CONCEPT
CIO-PRINCIPLE-LEAST-PRIVILEGE-CONTAINER	Enforce Least-Privilege Execution and Security Scanning	Người học có khả năng giới hạn quyền hạn thực thi tiến trình bằng non-root user.	CONCEPTUAL_IMPL	ULO-CONTAINER-SECURITY	CONTAINER_SECURITY_HARDENING_CONCEPT
SIO-DOCKER-NON-ROOT-USER-INSTRUCTION	Enforce Non-Root Execution with USER Directive	Người học có khả năng chuyển sang tài khoản không có quyền root bằng chỉ thị USER.	SPECIFIC_IMPL	CIO-PRINCIPLE-LEAST-PRIVILEGE-CONTAINER	CONTAINER_SECURITY_HARDENING_CONCEPT
SIO-DOCKER-TRIVY-VULNERABILITY-SCAN	Scan Container Vulnerabilities via Trivy / Docker Scout	Người học có khả năng quét lỗ hổng bảo mật tệp hình ảnh bằng công cụ Trivy.	SPECIFIC_IMPL	CIO-PRINCIPLE-LEAST-PRIVILEGE-CONTAINER	CONTAINER_SECURITY_HARDENING_CONCEPT
SIO-DOCKER-CAPABILITIES-DROP	Drop Unnecessary Linux Capabilities with --cap-drop	Người học có khả năng gỡ bỏ các quyền Linux kernel thừa bằng cờ --cap-drop=ALL.	SPECIFIC_IMPL	CIO-PRINCIPLE-LEAST-PRIVILEGE-CONTAINER	CONTAINER_SECURITY_HARDENING_CONCEPT
ULO-CONTAINER-LOGGING	Master Container Log Aggregation and Observability Drivers	Người học có khả năng thu thập log và giám sát tài nguyên của các container.	UNIVERSAL		CONTAINER_LOGGING_DRIVERS
CIO-LOG-STREAM-AGGREGATION	Aggregate Container Output Logs and Resource Metrics	Người học có khả năng trích xuất luồng log và đo đạc thông số RAM/CPU.	CONCEPTUAL_IMPL	ULO-CONTAINER-LOGGING	CONTAINER_LOGGING_DRIVERS
SIO-DOCKER-LOGS-CLI-TAIL	Inspect Container Logs with docker logs -f	Người học có khả năng xem luồng nhật ký log trực tiếp bằng lệnh docker logs -f.	SPECIFIC_IMPL	CIO-LOG-STREAM-AGGREGATION	CONTAINER_LOGGING_DRIVERS
SIO-DOCKER-LOGGING-DRIVER-CONFIG	Configure Log Rotation with json-file Logging Driver	Người học có khả năng cấu hình giới hạn dung lượng log rotation trong daemon.json.	SPECIFIC_IMPL	CIO-LOG-STREAM-AGGREGATION	CONTAINER_LOGGING_DRIVERS
SIO-DOCKER-STATS-METRICS-RESOURCE	Monitor RAM and CPU Usage via docker stats	Người học có khả năng theo dõi lượng tài nguyên tiêu thụ trực tiếp bằng lệnh docker stats.	SPECIFIC_IMPL	CIO-LOG-STREAM-AGGREGATION	CONTAINER_LOGGING_DRIVERS
ULO-KUBERNETES-ORCHESTRATION	Master Container Orchestration and Cluster Management	Người học có khả năng làm chủ điều phối container trên cụm Kubernetes.	UNIVERSAL		CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
CIO-KUBERNETES-RESOURCE-MANIFESTS	Structure Declarative Kubernetes Pod and Service Manifests	Người học có khả năng viết các tệp khai báo YAML cho Pods và Services.	CONCEPTUAL_IMPL	ULO-KUBERNETES-ORCHESTRATION	CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
SIO-DOCKER-KUBERNETES-POD-DEPLOYMENT	Declare Pods and Deployments with kubectl	Người học có khả năng khai báo Deployment ứng dụng bằng tệp YAML trong Kubernetes.	SPECIFIC_IMPL	CIO-KUBERNETES-RESOURCE-MANIFESTS	CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
SIO-DOCKER-KUBERNETES-SERVICE-EXPOSE	Expose Pod Applications via NodePort and ClusterIP Services	Người học có khả năng mở cổng dịch vụ bằng Kubernetes Service.	SPECIFIC_IMPL	CIO-KUBERNETES-RESOURCE-MANIFESTS	CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
SIO-DOCKER-HELM-CHART-PACKAGING	Package Kubernetes Manifests with Helm Charts	Người học có khả năng đóng gói các tệp khai báo Kubernetes bằng công cụ Helm.	SPECIFIC_IMPL	CIO-KUBERNETES-RESOURCE-MANIFESTS	CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
ULO-MULTI-ARCH-BUILDX	Master Multi-Architecture Builds and BuildKit Engines	Người học có khả năng đóng gói container images tương thích đa nền tảng CPU.	UNIVERSAL		MULTI_ARCH_BUILDX_BUILDER
CIO-BUILDX-TARGET-ARCH-CROSS-COMPILE	Cross-Compile Container Images across CPU Architectures	Người học có khả năng biên dịch chéo ảnh container cho kiến trúc x86 và ARM.	CONCEPTUAL_IMPL	ULO-MULTI-ARCH-BUILDX	MULTI_ARCH_BUILDX_BUILDER
SIO-DOCKER-BUILDX-CREATE-BUILDER	Create Isolated BuildKit Builders with docker buildx create	Người học có khả năng khởi tạo builder instance mới bằng Docker Buildx.	SPECIFIC_IMPL	CIO-BUILDX-TARGET-ARCH-CROSS-COMPILE	MULTI_ARCH_BUILDX_BUILDER
SIO-DOCKER-BUILDX-PLATFORM-FLAGS	Build Multi-Arch Images via --platform linux/amd64,linux/arm64	Người học có khả năng đóng gói ảnh tương thích cả amd64 và arm64 bằng cờ --platform.	SPECIFIC_IMPL	CIO-BUILDX-TARGET-ARCH-CROSS-COMPILE	MULTI_ARCH_BUILDX_BUILDER
SIO-DOCKER-MANIFEST-INSPECT-PUSH	Inspect and Push Multi-Arch Image Manifest Lists	Người học có khả năng kiểm tra danh sách manifest đa kiến trúc bằng docker manifest inspect.	SPECIFIC_IMPL	CIO-BUILDX-TARGET-ARCH-CROSS-COMPILE	MULTI_ARCH_BUILDX_BUILDER
ULO-DOCKER-SWARM-CLUSTERING	Master Native Swarm Clustering and Overlay Networks	Người học có khả năng quản lý cụm container máy chủ với Docker Swarm.	UNIVERSAL		DOCKER_SWARM_CLUSTERING_CONCEPT
CIO-SWARM-SERVICE-REPLICATION	Replicate Services across Manager and Worker Nodes	Người học có khả năng nhân bản tiến trình dịch vụ trên các máy chủ cụm.	CONCEPTUAL_IMPL	ULO-DOCKER-SWARM-CLUSTERING	DOCKER_SWARM_CLUSTERING_CONCEPT
SIO-DOCKER-SWARM-INIT-JOIN	Initialize Swarm Clusters with docker swarm init	Người học có khả năng khởi tạo cụm Swarm cluster bằng lệnh docker swarm init.	SPECIFIC_IMPL	CIO-SWARM-SERVICE-REPLICATION	DOCKER_SWARM_CLUSTERING_CONCEPT
SIO-DOCKER-SERVICE-SCALE-REPLICAS	Scale Service Instances via docker service scale	Người học có khả năng tăng giảm số lượng bản sao container bằng lệnh docker service scale.	SPECIFIC_IMPL	CIO-SWARM-SERVICE-REPLICATION	DOCKER_SWARM_CLUSTERING_CONCEPT
SIO-DOCKER-STACK-DEPLOY-COMPOSE	Deploy Production Stacks via docker stack deploy	Người học có khả năng triển khai toàn bộ ứng dụng lên cụm Swarm bằng tệp compose.	SPECIFIC_IMPL	CIO-SWARM-SERVICE-REPLICATION	DOCKER_SWARM_CLUSTERING_CONCEPT
ULO-DEVCONTAINERS-DEVELOPMENT	Master Development Containers and IDE Workspace Isolation	Người học có khả năng đồng nhất môi trường lập trình của đội ngũ bằng DevContainers.	UNIVERSAL		DEVCONTAINERS_IDE_INTEGRATION
CIO-WORKSPACE-CONTAINER-DEFINITION	Define IDE Development Environments in devcontainer.json	Người học có khả năng cấu hình công cụ và extension trong tệp devcontainer.json.	CONCEPTUAL_IMPL	ULO-DEVCONTAINERS-DEVELOPMENT	DEVCONTAINERS_IDE_INTEGRATION
SIO-DOCKER-DEVCONTAINER-JSON-CONFIG	Define Development Environments in .devcontainer.json	Người học có khả năng tối ưu trải nghiệm lập trình viên Developer Experience bằng DevContainers.	SPECIFIC_IMPL	CIO-WORKSPACE-CONTAINER-DEFINITION	DEVCONTAINERS_IDE_INTEGRATION
SIO-DOCKER-VSCODE-REMOTE-CONTAINERS	Open Workspaces inside Isolated Development Containers	Người học có khả năng mở workspace trực tiếp bên trong container bằng VS Code Remote Containers.	SPECIFIC_IMPL	CIO-WORKSPACE-CONTAINER-DEFINITION	DEVCONTAINERS_IDE_INTEGRATION
SIO-DOCKER-DEVCONTAINER-FORWARD-PORTS	Auto-Forward Development Ports in DevContainers	Người học có khả năng tự động chuyển tiếp cổng dev server trong cấu hình DevContainer.	SPECIFIC_IMPL	CIO-WORKSPACE-CONTAINER-DEFINITION	DEVCONTAINERS_IDE_INTEGRATION
ULO-HEALTHCHECKS-SELF-HEALING	Master Container Healthchecks and Self-Healing Supervision	Người học có khả năng xây dựng cơ chế tự phục hồi sự cố cho các container.	UNIVERSAL		HEALTHCHECK_SELF_HEALING_CONCEPT
CIO-AUTOMATED-SUPERVISION-RECOVERY	Supervise Process Health and Automate Failure Recovery	Người học có khả năng khấu trừ trạng thái sức khỏe tiến trình và tự động restart.	CONCEPTUAL_IMPL	ULO-HEALTHCHECKS-SELF-HEALING	HEALTHCHECK_SELF_HEALING_CONCEPT
SIO-DOCKER-HEALTHCHECK-INSTRUCTION	Write Custom HEALTHCHECK Directives in Dockerfile	Người học có khả năng viết câu lệnh kiểm tra sức khỏe tiến trình HEALTHCHECK CMD curl...	SPECIFIC_IMPL	CIO-AUTOMATED-SUPERVISION-RECOVERY	HEALTHCHECK_SELF_HEALING_CONCEPT
SIO-DOCKER-RESTART-POLICY-ALWAYS	Apply Restart Policies with --restart=unless-stopped	Người học có khả năng khai báo cờ tự động khởi động lại container khi crash bằng --restart.	SPECIFIC_IMPL	CIO-AUTOMATED-SUPERVISION-RECOVERY	HEALTHCHECK_SELF_HEALING_CONCEPT
SIO-DOCKER-HEALTH-STATUS-INSPECT	Inspect Container Health Status via docker inspect	Người học có khả năng kiểm tra trạng thái healthy/unhealthy bằng lệnh docker inspect.	SPECIFIC_IMPL	CIO-AUTOMATED-SUPERVISION-RECOVERY	HEALTHCHECK_SELF_HEALING_CONCEPT
ULO-RESOURCE-PRUNING	Master Resource Garbage Collection and System Pruning Engines	Người học có khả năng giải phóng dung lượng đĩa cứng bằng các lệnh dọn dẹp tài nguyên.	UNIVERSAL		CONTAINER_RESOURCE_PRUNING
CIO-DISK-SPACE-RECLAMATION	Reclaim Disk Space via System Prune Automation	Người học có khả năng tự động hóa xoá tài nguyên rác không dùng đến.	CONCEPTUAL_IMPL	ULO-RESOURCE-PRUNING	CONTAINER_RESOURCE_PRUNING
SIO-DOCKER-SYSTEM-PRUNE-ALL	Reclaim Disk Space via docker system prune -a	Người học có khả năng giải phóng toàn bộ dung lượng đĩa rác bằng docker system prune -a.	SPECIFIC_IMPL	CIO-DISK-SPACE-RECLAMATION	CONTAINER_RESOURCE_PRUNING
SIO-DOCKER-DANGLING-IMAGE-REMOVE	Remove Unused Dangling Images with docker image prune	Người học có khả năng xoá các hình ảnh container bị đứt gãy (dangling images).	SPECIFIC_IMPL	CIO-DISK-SPACE-RECLAMATION	CONTAINER_RESOURCE_PRUNING
SIO-DOCKER-UNUSED-VOLUME-PRUNE	Purge Orphan Volumes with docker volume prune	Người học có khả năng xoá bỏ các ổ đĩa mồ côi không còn kết nối container.	SPECIFIC_IMPL	CIO-DISK-SPACE-RECLAMATION	CONTAINER_RESOURCE_PRUNING
ULO-CONTAINER-CI-CD	Master CI/CD Automation Pipelines and Image Build Actions	Người học có khả năng tích hợp quy trình đóng gói container vào đường ống CI/CD.	UNIVERSAL		CONTAINER_CI_CD_PIPELINES
CIO-AUTOMATED-BUILD-TEST-PUBLISH	Build, Test and Publish Container Images Automatically	Người học có khả năng tự động build, quét lỗi và push tệp ảnh khi có Git commit.	CONCEPTUAL_IMPL	ULO-CONTAINER-CI-CD	CONTAINER_CI_CD_PIPELINES
SIO-DOCKER-GITHUB-ACTIONS-BUILD-PUSH	Automate Image Builds with docker/build-push-action	Người học có khả năng tự động đóng gói và push ảnh container qua GitHub Actions.	SPECIFIC_IMPL	CIO-AUTOMATED-BUILD-TEST-PUBLISH	CONTAINER_CI_CD_PIPELINES
SIO-DOCKER-CI-LAYER-CACHE-GITHUB	Accelerate CI Builds via GitHub Actions Layer Caching	Người học có khả năng tăng tốc thời gian build trong CI bằng cơ chế layer cache gha.	SPECIFIC_IMPL	CIO-AUTOMATED-BUILD-TEST-PUBLISH	CONTAINER_CI_CD_PIPELINES
SIO-DOCKER-CI-INTEGRATION-TESTS	Run Integration Test Suites inside Ephemeral Containers	Người học có khả năng chạy bài test tích hợp trên container tạm thời trong quy trình CI.	SPECIFIC_IMPL	CIO-AUTOMATED-BUILD-TEST-PUBLISH	CONTAINER_CI_CD_PIPELINES
ULO-OCI-SPECIFICATIONS	Master Open Container Initiative Specifications and Low-Level Runtimes	Người học có khả năng hiểu sâu các chuẩn đóng gói OCI và trình thực thi cấp thấp.	UNIVERSAL		OCI_SPECIFICATION_RUNTIMES
CIO-LOW-LEVEL-RUNTIME-INTERACTION	Interact with Low-Level Container Runtimes and Image Tools	Người học có khả năng thao tác trực tiếp trên containerd hoặc các công cụ không dùng daemon (Podman).	CONCEPTUAL_IMPL	ULO-OCI-SPECIFICATIONS	OCI_SPECIFICATION_RUNTIMES
SIO-DOCKER-CONTAINERD-CLI-CTR	Inspect Low-Level Runtimes via containerd ctr CLI	Người học có khả năng rà soát các container cấp thấp bằng công cụ ctr / crictl.	SPECIFIC_IMPL	CIO-LOW-LEVEL-RUNTIME-INTERACTION	OCI_SPECIFICATION_RUNTIMES
SIO-DOCKER-PODMAN-DAEMONLESS-RUN	Run Daemonless Rootless Containers with Podman	Người học có khả năng khởi chạy container không cần daemon bằng Podman.	SPECIFIC_IMPL	CIO-LOW-LEVEL-RUNTIME-INTERACTION	OCI_SPECIFICATION_RUNTIMES
SIO-DOCKER-OCI-IMAGE-SPEC-FORMAT	Validate Image Artifacts against OCI Image Specifications	Người học có khả năng kiểm tra cấu trúc tệp ảnh theo đúng chuẩn OCI Image Specification.	SPECIFIC_IMPL	CIO-LOW-LEVEL-RUNTIME-INTERACTION	OCI_SPECIFICATION_RUNTIMES
SIO-DOCKER-SHELL-SCRIPTING-LANGUAGES	Automate Builds with Shell Scripting and Programming Languages	Người học có khả năng tự động hóa quy trình đóng gói bằng Shell Scripting và các ngôn ngữ lập trình (Programming Languages).	SPECIFIC_IMPL	CIO-IMAGE-LAYER-CACHING-OPTIMIZATION	IMAGE_BUILDING_LAYER_STACKING
SIO-DOCKER-UNION-FILESYSTEMS-STORAGE	Analyze Union Filesystems and Layer Storage Specs	Người học có khả năng giải thích nguyên lý hệ thống tệp tin hợp nhất Union Filesystems.	SPECIFIC_IMPL	CIO-CONTAINER-VS-VM-ISOLATION	CONTAINER_VIRTUALIZATION_ENGINES
SIO-DOCKER-DATABASES-PERSISTENT-SERVICES	Run Persistent Databases inside Containers	Người học có khả năng khởi chạy các CSDL (Databases) như PostgreSQL, MySQL, Redis trong container.	SPECIFIC_IMPL	CIO-VOLUME-BIND-MOUNT-PATTERNS	PERSISTENT_VOLUME_MOUNTING
SIO-DOCKER-DOCKERFILES-DOCKERHUB-REGISTRY	Write Multi-stage Dockerfiles and Publish to Dockerhub	Người học có khả năng viết tệp Dockerfiles và phát hành hình ảnh container lên Dockerhub.	SPECIFIC_IMPL	CIO-IMAGE-TAGGING-PUSH-PULL	CONTAINER_REGISTRY_PIPELINES
SIO-DOCKER-HOT-RELOADING-DEBUGGERS	Configure Hot Reloading and Attach Remote Debuggers	Người học có khả năng cấu hình tự động nạp mã nguồn Hot Reloading và gắn bộ gỡ lỗi Debuggers trong container.	SPECIFIC_IMPL	CIO-WORKSPACE-CONTAINER-DEFINITION	DEVCONTAINERS_IDE_INTEGRATION
SIO-DOCKER-PAAS-OPTIONS-DEPLOYMENT	Deploy Containers to Cloud PaaS Options	Người học có khả năng triển khai ứng dụng container lên các dịch vụ điện toán đám mây PaaS Options (AWS ECS, Fly.io, Render).	SPECIFIC_IMPL	CIO-KUBERNETES-RESOURCE-MANIFESTS	CONTAINER_ORCHESTRATION_KUBERNETES_CONCEPT
